name,Avg_Income,Price_per_m2,Total_Jobs,Pop_Density,Total_Population,PT_Share,avg_travel_time_ic,avg_destinations,canton,canton_code,employment_density
Bachs,77253.0,,241.0,76.06411509330813,678.0,,161.13626002625764,17,UR,UR,355.4572271386431
Balerna,60981.0,7036.70625,4728.0,1173.2698639552339,3356.0,,161.59939002806365,14,TG,TG,1408.8200238379022
Bäretswil,77524.0,,1723.0,241.49151124266592,5148.0,,170.1282942680633,11,BE,BE,334.6930846930847
Baar,106044.0,,30254.0,1038.7533215315214,25004.0,35.2,158.3523775869182,15,AI,AI,1209.96640537514
Baltschieder,75883.0,,278.0,43.33545312245886,1386.0,,200.0,1,SH,SH,200.57720057720059
Airolo,62174.0,,890.0,15.737964708524602,1452.0,,185.90401048483932,9,TG,TG,612.9476584022038
Agarn,59735.0,,202.0,92.12455164966119,745.0,,160.0441287324991,11,NE,NE,271.1409395973154
Agno,62959.0,,2617.0,1667.8300703096215,4554.0,,174.73979634220333,7,LU,LU,574.6596398770312
Aire-La-Ville,99744.0,,460.0,461.461112557958,1173.0,,200.0,1,LU,LU,392.156862745098
Albinen,52652.0,,102.0,18.539150713632036,259.0,,195.28429024832147,9,AR,AR,393.8223938223938
Aarburg,65286.0,,3560.0,2301.2907564864295,8917.0,,130.95082928316126,19,JU,JU,399.23741168554443
Abtwil,71741.0,,167.0,264.3222541401833,1120.0,,169.72836668480247,16,VS,VS,149.10714285714286
Affoltern Am Albis,74835.0,10226.08695652174,7036.0,1181.1641453690127,12882.0,34.3,185.53046838063418,7,ZG,ZG,546.1884800496816
Adliswil,90651.0,,8023.0,2446.3152292315303,19893.0,51.2,141.47098897332472,13,SO,SO,403.30769617453376
Alpnach,71100.0,,3317.0,120.99360708321217,6511.0,,185.28516041045472,5,BS,BS,509.4455536783904
Aranno,77523.0,0.0,46.0,140.98239828732494,351.0,,190.0192224227742,11,ZG,ZG,131.05413105413106
Arbaz,64634.0,,229.0,70.69929270462903,1461.0,,165.29798456474927,12,ZG,ZG,156.7419575633128
Ardon,60868.0,,990.0,213.08320902090404,3835.0,,176.68385349439166,9,BE,BE,258.148631029987
Aristau,82558.0,,405.0,201.6530772033146,1603.0,,129.08819029188987,21,NW,NW,252.65127885215222
Arbedo-Castione,63769.0,,2853.0,249.8533685148827,5160.0,,161.79121485769855,15,UR,UR,552.9069767441861
Altdorf (Ur),70269.0,,6774.0,1215.8584019605325,10459.0,13.5,162.34226942091132,17,TG,TG,647.671861554642
Altendorf,121932.0,13524.0,4379.0,345.7791234573722,7426.0,,157.3453597269588,19,BL,BL,589.6848909237813
Anières,159066.0,,506.0,631.4146916378079,2563.0,,197.28795684540097,5,AR,AR,197.42489270386267
Altikon,73219.0,,170.0,105.9512429901412,774.0,,157.34744585417494,11,TI,TI,219.63824289405684
Alpthal,70137.0,,192.0,25.566355452923357,632.0,,173.11643366000214,10,GE,GE,303.7974683544304
Ammerswil,77574.0,,121.0,340.8508947335987,802.0,,178.07946822610566,11,AR,AR,150.87281795511223
Andermatt,79647.0,,1775.0,25.264287189465286,1578.0,,200.0,2,UR,UR,1124.8415716096324
Boppelsen,121492.0,,334.0,353.83656922048937,1425.0,,154.43220536471716,12,ZH,ZH,234.38596491228068
Boningen,64531.0,,233.0,258.2261546568212,813.0,,194.5089165572535,7,NW,NW,286.5928659286593
Boniswil,72513.0,,224.0,732.3579318708519,1770.0,,171.80309027191828,11,AI,AI,126.55367231638418
Beckenried,82762.0,,1205.0,152.9893015265608,3712.0,,163.5400318759518,13,BL,BL,324.62284482758616
Bosco/Gurin,47407.0,,47.0,2.124858733627144,47.0,,186.9162205382757,6,GE,GE,1000.0
Bossonnens,69253.0,,518.0,382.1146363098616,1593.0,,178.63325970452945,9,LU,LU,325.172630257376
Boswil,68342.0,,1512.0,277.20355910141893,3114.0,,167.84159398746957,9,AI,AI,485.5491329479769
Bonstetten,92809.0,9636.666666666666,1069.0,705.6821247950409,5712.0,,173.00111037199383,14,ZG,ZG,187.1498599439776
Bissone,80309.0,,205.0,440.46312092275605,930.0,,169.2016552315739,15,NW,NW,220.43010752688173
Bister,48000.0,,13.0,6.949267063620071,37.0,,181.6323615262365,4,OW,OW,351.35135135135135
Bitsch,68211.0,,366.0,188.8817300709786,1142.0,,187.7849360558495,5,GE,GE,320.4903677758319
Blatten,60231.0,,84.0,3.3957145335529364,300.0,,200.0,1,GL,GL,280.0
Breitenbach,70398.0,,1920.0,627.2078783975227,4366.0,,154.28257248664676,13,GR,GR,439.7617956939991
Brione Sopra Minusio,78066.0,9083.014705882353,85.0,104.62924411370511,436.0,,200.0,5,BL,BL,194.95412844036696
Brissago,63544.0,9963.333333333334,1279.0,85.92348320108336,1619.0,,149.74685169544313,12,GR,GR,789.9938233477454
Birrhard,72821.0,,300.0,282.0097839060014,969.0,,174.513211194043,8,SH,SH,309.59752321981426
Böttstein,68356.0,,1849.0,574.9166115084723,4326.0,,182.27142946233295,6,NE,NE,427.41562644475266
Bottenwil,71716.0,,160.0,160.694019408039,863.0,,182.38959596331284,10,AI,AI,185.3997682502897
Bourg-Saint-Pierre,57218.0,,130.0,2.374362163567788,222.0,,170.64132772866142,12,SO,SO,585.5855855855856
Bovernier,56165.0,,113.0,69.89507515776317,952.0,,176.08928743554438,8,ZH,ZH,118.69747899159664
Bernex,90789.0,,3055.0,787.3463967742605,11112.0,,163.62692740687663,14,SH,SH,274.92800575953925
Berg Am Irchel,131107.0,,164.0,67.64082469439037,589.0,,170.39638044970562,10,NW,NW,278.43803056027167
Bergdietikon,101832.0,,1181.0,547.9668455375258,2997.0,,186.49831460042412,7,ZG,ZG,394.06072739406073
Berikon,81214.0,,1567.0,897.8032370834394,5000.0,,175.11639003068362,16,VD,VD,313.40000000000003
Benken (Zh),90667.0,,357.0,153.60510128977836,883.0,,167.8619888108584,16,BE,BE,404.3035107587769
Broc,62422.0,,1055.0,318.10873658354507,2848.0,,189.87194272618055,3,BE,BE,370.4353932584269
Bedretto,133677.0,,44.0,1.439747698613295,108.0,,184.601981276627,11,JU,JU,407.4074074074074
Beggingen,59835.0,,137.0,40.536565381948684,485.0,,191.73915879449305,9,SG,SG,282.4742268041237
Beinwil (Freiamt),74824.0,,401.0,121.3373661375066,1309.0,,188.0683778600516,4,SH,SH,306.340718105424
Beinwil (So),62240.0,,135.0,11.704818679514625,262.0,,167.44039505558402,15,GE,GE,515.2671755725191
Bellach,66726.0,,2496.0,996.1389753717368,5556.0,,160.2360119275621,19,SO,SO,449.244060475162
Bellevue,99535.0,,1498.0,907.4174468411981,4105.0,,180.86082267670423,6,OW,OW,364.9208282582217
Bellikon,90692.0,,874.0,328.9084392805357,1580.0,,185.41022790384645,6,LU,LU,553.1645569620252
Bellwald,57589.0,6870.652173913043,228.0,27.66767765478703,363.0,,179.3795920017865,13,JU,JU,628.099173553719
Beinwil Am See,76971.0,,966.0,1140.4012041213896,3719.0,,168.75199092051258,13,UR,UR,259.7472438827642
Besenbüren,76371.0,,139.0,305.4153204859124,637.0,,195.68780405110653,8,FR,FR,218.21036106750392
Binn,53916.0,,64.0,1.812073775928888,129.0,,171.11466780229537,12,JU,JU,496.1240310077519
Birmenstorf (Ag),84402.0,,1148.0,381.18237152127574,3066.0,,183.86446610615587,10,LU,LU,374.42922374429224
Birr,70755.0,,2136.0,1114.6897807071507,4847.0,,164.2526673938744,9,GR,GR,440.6849597689292
Bedano,73301.0,,1775.0,643.2020044048688,1510.0,,169.40202572227386,15,BL,BL,1175.4966887417218
Biasca,59139.0,,3424.0,106.6934563996442,6201.0,,195.27274748258625,10,OW,OW,552.1690049991936
Bettingen,107914.0,,367.0,364.5387843329838,1279.0,,188.22922494405012,7,ZG,ZG,286.9429241594996
Bettlach,75924.0,11760.0,2151.0,431.7905558651868,4987.0,,187.28299468338452,8,GE,GE,431.32143573290557
Bettwil,76883.0,,238.0,167.76038942903364,716.0,,197.67624263208683,1,SO,SO,332.4022346368715
Biezwil,68988.0,,83.0,93.32947729657789,345.0,,179.25869233094932,11,BE,BE,240.57971014492753
Birrwil,74536.0,0.0,206.0,400.1044119717239,1414.0,,185.67131876727248,10,OW,OW,145.6859971711457
Biberstein,97561.0,,305.0,426.4564633504808,1657.0,,170.48723354186347,11,BL,BL,184.06759203379602
Günsberg,75648.0,,206.0,230.84432701503152,1205.0,,182.23649900886087,12,SH,SH,170.95435684647302
Flurlingen,94010.0,,481.0,500.2550642597377,1520.0,,172.34673226165242,10,GL,GL,316.44736842105266
Gunzgen,67230.0,,955.0,404.4858337541759,1696.0,,176.8469529618822,12,SG,SG,563.0896226415094
Flumenthal,65270.0,6930.0,413.0,342.4162935968141,1052.0,,185.027847070357,5,NW,NW,392.58555133079847
Flüelen,78548.0,,951.0,149.8627753384775,2071.0,,166.02503839271876,13,GL,GL,459.19845485272816
Gurtnellen,52974.0,,216.0,5.9528033878027475,487.0,,200.0,5,LU,LU,443.53182751540044
Freienwil,82795.0,,134.0,247.40038423528767,1100.0,,162.09476776869604,14,AG,AG,121.81818181818181
Frick,76318.0,,4364.0,605.4312414988982,5924.0,,154.8855400893314,14,VD,VD,736.6644159351789
Fribourg,65631.0,6112.105263157895,35205.0,4228.499575835062,39151.0,43.6,149.11536901665062,16,FR,FR,899.2107481290388
Grub (Ar),62429.0,,253.0,217.0947830098012,986.0,,189.40588507476266,10,UR,UR,256.5922920892495
Gruyères,72092.0,,1280.0,76.46180156034379,2339.0,,188.49796408901383,6,VS,VS,547.2424112868748
Gy,122095.0,,117.0,118.54569089629116,553.0,,188.08099279214954,3,ZH,ZH,211.5732368896926
Freienstein-Teufen,84693.0,,695.0,288.9280094815161,2372.0,,176.52731956436912,16,ZG,ZG,293.00168634064084
Freienbach,166646.0,,17903.0,1163.2615125692428,17028.0,33.9,153.27233097187502,20,VS,VS,1051.3859525487433
Fräschels,73627.0,,96.0,177.70256145264057,445.0,,179.11764630799644,6,ZH,ZH,215.7303370786517
Grüningen,80316.0,,1803.0,450.98974027354626,3886.0,,164.70377988525885,15,OW,OW,463.97323726196606
Feuerthalen,78517.0,,1247.0,1778.8202510919425,3848.0,,174.33179176241177,9,LU,LU,324.0644490644491
Ferpicloz,89327.0,,96.0,243.12045098843655,248.0,,175.02802006244025,11,ZG,ZG,387.09677419354836
Hauenstein-Ifenthal,74664.0,,79.0,67.27055635807861,341.0,,166.8586201930243,13,BS,BS,231.6715542521994
Feldbrunnen-St. Niklaus,123500.0,,274.0,413.69959846803675,1071.0,,170.46605750683506,11,BE,BE,255.83566760037345
Fehren,65953.0,,93.0,422.8002057627668,600.0,,181.37694019921165,7,AG,AG,155.0
Fehraltorf,80757.0,,4968.0,709.3035418288655,6883.0,,163.45687499009912,11,VS,VS,721.7782943483945
Hausen Am Albis,93397.0,9525.6,1099.0,299.4771456597061,3951.0,,164.2573045839737,10,BL,BL,278.15742849911413
Ferden,61610.0,,88.0,9.068584350468313,248.0,,183.56071906996317,6,AI,AI,354.8387096774194
Hallwil,64345.0,,300.0,505.98497708861476,1024.0,,177.90797389830936,10,ZH,ZH,292.96875
Flaach,79770.0,7416.818181818182,801.0,156.59490151527578,1494.0,,170.61735873606935,9,VD,VD,536.144578313253
Fislisbach,72544.0,,1500.0,1238.6124737882678,6140.0,,158.805496093788,16,VD,VD,244.29967426710098
Fisibach,70806.0,,190.0,110.0339804937943,605.0,,182.23371413470792,13,LU,LU,314.0495867768595
Habsburg,90729.0,,69.0,211.51235752360742,431.0,,155.87339882868207,13,ZH,ZH,160.09280742459399
Hagenbuch,71470.0,,201.0,146.42765110678556,1168.0,,157.22560144508006,15,TG,TG,172.0890410958904
Fischenthal,68118.0,,711.0,87.9606441774351,2666.0,,168.2282526735394,14,VS,VS,266.69167291822953
Hägendorf,75411.0,,3240.0,396.2175023978487,5299.0,,172.28468313945697,13,ZG,ZG,611.4361200226458
Hägglingen,80034.0,6648.409090909091,780.0,343.69288039799847,2588.0,,180.74953387227612,10,UR,UR,301.39103554868626
Fischbach-Göslikon,70055.0,,375.0,573.8259539194249,1733.0,,195.58946367444028,8,VD,VD,216.38776687824583
Feusisberg,208877.0,,4496.0,323.59541316214523,5600.0,,189.1802125603275,9,GL,GL,802.8571428571428
Grindel,65443.0,,58.0,145.42784929303573,519.0,,175.94989211448143,7,BE,BE,111.7533718689788
Finhaut,65450.0,,125.0,17.37607181887981,418.0,,179.52534391264732,12,AI,AI,299.04306220095697
Fieschertal,65989.0,,243.0,2.0458507649345754,357.0,,164.9476297726793,16,NE,NE,680.6722689075631
Fiesch,57694.0,,704.0,74.82116252311341,910.0,,178.87719648266818,7,GR,GR,773.6263736263736
Hallau,67905.0,,1134.0,148.75809248167207,2423.0,,173.98107820067935,11,GE,GE,468.01485761452744
Gossau (Zh),81287.0,11912.068965517241,2559.0,538.8671731543844,10605.0,,178.6989276254038,12,SG,SG,241.30127298444128
Giffers,66431.0,,549.0,294.06919588047566,1703.0,,164.24387413799136,12,BE,BE,322.37228420434525
Göschenen,57392.0,,270.0,4.420519733026134,458.0,,187.74866285413222,11,BE,BE,589.5196506550219
Gersau,78589.0,,581.0,172.15625676637197,2462.0,,200.0,12,ZG,ZG,235.98700243704303
Grächen,57093.0,7438.2,592.0,95.82647009484074,1316.0,,177.2837311412165,8,GR,GR,449.84802431610944
Grancia,65405.0,,1139.0,734.1366482426604,468.0,,177.65496744744968,6,AI,AI,2433.7606837606836
Grône,57854.0,,526.0,124.11402748052579,2556.0,,188.94441155749428,8,NE,NE,205.7902973395931
Gontenschwil,63128.0,,1075.0,239.41828618126206,2209.0,,171.2578311981814,14,AG,AG,486.6455409687642
Gordola,64814.0,10078.434593310905,1675.0,655.1254651377242,4831.0,,175.89253345308506,10,NW,NW,346.7191057752018
Gletterens,72615.0,5341.0,258.0,362.462609596771,1161.0,,176.06056373031885,15,OW,OW,222.2222222222222
Glattfelden,77493.0,15318.947368421053,1062.0,427.2472326451141,5438.0,,176.59735031843434,6,AR,AR,195.2923869069511
Givisiez,72889.0,,6305.0,1080.1244751379652,3457.0,,156.0849479923902,17,BL,BL,1823.8356956899045
Giswil,62392.0,,1423.0,45.69501987023236,3988.0,,179.85499965744242,8,ZG,ZG,356.82046138415245
Gipf-Oberfrick,81272.0,,778.0,342.56443276084593,3887.0,,183.56877515775733,14,SH,SH,200.15436068947776
Gächlingen,72109.0,,238.0,142.33083689563858,1029.0,,200.0,11,AR,AR,231.29251700680274
Greifensee,93456.0,,1565.0,2365.965707681685,5421.0,,167.3922241089926,10,VD,VD,288.6921232244973
Galgenen,83746.0,,1357.0,380.34295962589516,5463.0,,200.0,3,GR,GR,248.39831594362073
Grenchen,61731.0,4567.562808175668,11066.0,661.5436920411337,18602.0,17.4,160.94767343762467,16,GE,GE,594.8822707235781
Gais,74940.0,,1490.0,154.0298009820948,3134.0,,191.33559465559418,6,BS,BS,475.4307594128909
Greng,163402.0,,52.0,178.85441993747025,176.0,,180.71756040276867,9,OW,OW,295.4545454545455
Grengiols,52565.0,,152.0,7.235273007367859,417.0,,200.0,5,JU,JU,364.5083932853717
Fully,63852.0,6737.653125,2578.0,249.0084195871574,9310.0,,165.04219966865804,7,ZG,ZG,276.90655209452206
Full-Reuenthal,76157.0,3626.0,247.0,237.33505362840694,1013.0,,164.70408921291153,13,NE,NE,243.83020730503455
Fulenbach,70600.0,,811.0,407.68790584088487,1821.0,,166.36457450484795,10,TI,TI,445.35969247666117
Grimisuat,77364.0,,890.0,940.8903786715681,3962.0,,137.41091380909035,17,GE,GE,224.63402322059568
Genthod,112923.0,,858.0,1067.6181815264365,2861.0,,159.9365195788989,18,BL,BL,299.8951415588955
Genève,76019.0,,195218.0,13142.231888059347,209061.0,50.6,18.61301007669453,42,SH,SH,933.784876184463
Gempen,87523.0,,420.0,159.44768959188136,934.0,,180.4448506836718,12,ZH,ZH,449.67880085653104
Geltwil,94317.0,,66.0,62.39472468685765,241.0,,184.42307181809042,8,SH,SH,273.8589211618258
Grandvillard,70585.0,,191.0,34.83372297854948,903.0,,200.0,4,GE,GE,211.5171650055371
Gebenstorf,77401.0,,1728.0,1011.2301927876318,5807.0,,182.7228299431941,11,VD,VD,297.5718959876012
Granges-Paccot,68023.0,,3816.0,927.4174207317726,3983.0,,160.76957875584145,15,UR,UR,958.0718051719808
Grangettes,83676.0,,57.0,62.14898473289666,212.0,,165.8233170522505,14,BL,BL,268.8679245283019
Gansingen,73039.0,,188.0,125.58531328748282,1128.0,,185.95424560781169,11,JU,JU,166.66666666666666
Gränichen,69807.0,7209.281524926686,3023.0,489.92490457892364,8692.0,,154.6132911556132,14,FR,FR,347.79107225034517
Gravesano,85696.0,,1065.0,2078.88769099223,1398.0,,183.7518278655776,7,SH,SH,761.8025751072961
Granges (Veveyse),72157.0,,277.0,234.7097808754771,977.0,,195.02148421627336,3,SO,SO,283.5209825997953
Dürrenäsch,70870.0,,800.0,207.03534718246726,1375.0,,170.6081309536017,9,VS,VS,581.8181818181818
Egg,94917.0,15148.691860465116,2789.0,642.7758231996789,8815.0,,146.97509037968433,26,OW,OW,316.39251276233693
Eggerberg,62895.0,,60.0,56.55553706458264,338.0,,199.67146783089186,9,BE,BE,177.51479289940826
Hochwald,97270.0,,231.0,161.19348562052264,1282.0,,176.450919228613,6,NW,NW,180.18720748829952
Echarlens,76310.0,,150.0,215.36408941275482,846.0,,196.11794394088525,2,ZG,ZG,177.3049645390071
Holderbank (Ag),67660.0,,706.0,662.4754894617871,1570.0,,148.53083621601357,18,ZG,ZG,449.6815286624204
Holziken,65408.0,,286.0,749.0579417349338,1763.0,,162.46835066830005,15,BS,BS,162.22348269994328
Hombrechtikon,79558.0,8889.688888888888,2912.0,782.9718750981905,9176.0,,171.15052887374324,13,TG,TG,317.3496076721883
Ellikon An Der Thur,84934.0,,656.0,194.96101921965328,1024.0,,178.48829422499287,9,VS,VS,640.625
Eisten,47502.0,,29.0,5.134572670308995,192.0,,173.1993326786224,11,TI,TI,151.04166666666666
Eischoll,59418.0,,88.0,35.757067880012805,460.0,,188.94353044987128,8,TI,TI,191.30434782608697
Einsiedeln,76338.0,31317.391304347828,7190.0,168.59849470657946,16532.0,17.3,162.07018772799975,14,ZH,ZH,434.91410597628845
Himmelried,81620.0,,124.0,179.00263778212764,964.0,,175.83004624356477,4,OW,OW,128.63070539419087
Hinwil,75262.0,7234.033333333333,7571.0,497.9432002548457,11961.0,22.2,176.12970078206243,10,LU,LU,632.9738316194298
Eggenwil,83265.0,12715.5,164.0,436.9688938204936,1055.0,,182.73782573073703,6,ZG,ZG,155.45023696682463
Hirschthal,80731.0,,862.0,554.5267611060655,1763.0,,184.35362969943714,9,OW,OW,488.9393079977312
Dürnten,78222.0,8301.176470588236,1946.0,889.2864846133991,8048.0,,152.9887388362948,24,TI,TI,241.79920477137176
Hittnau,83883.0,,887.0,339.8364650433469,3970.0,,153.11822597544838,17,GL,GL,223.4256926952141
Hochfelden,81925.0,,441.0,361.52339679848154,2015.0,,195.04755047117393,5,NW,NW,218.85856079404468
Egliswil,71903.0,,449.0,256.9567436136043,1605.0,,182.0606598491147,12,OW,OW,279.7507788161994
Eglisau,89496.0,9354.545454545454,1408.0,587.2937015967851,5750.0,,162.07809792612665,15,FR,FR,244.8695652173913
Eiken,71429.0,,1278.0,351.7651170919259,2516.0,,199.26106136951196,6,UR,UR,507.94912559618444
Hundwil,58750.0,,547.0,39.68940347834231,965.0,,181.29101625706787,11,TI,TI,566.839378238342
Hünenberg,117616.0,,7319.0,506.9132057431499,8972.0,,191.91233804446307,13,BS,BS,815.7601426660722
Hüntwangen,88641.0,,363.0,217.75187313385752,1094.0,,178.5362216854322,6,AI,AI,331.8098720292504
Hunzenschwil,67663.0,,2056.0,1336.7536166628688,4382.0,,195.66208050429017,7,TG,TG,469.1921497033318
Hüttikon,96550.0,,110.0,577.1100775661272,957.0,,199.75174719808334,2,SH,SH,114.94252873563218
Dorf,85255.0,,168.0,146.69642374068022,728.0,,174.60002799137888,12,SG,SG,230.76923076923077
Dörflingen,82437.0,,226.0,160.5143512142166,1056.0,,192.75033299204281,4,BL,BL,214.01515151515153
Icogne,64470.0,,148.0,23.151304656769568,640.0,,189.42530623486695,6,GR,GR,231.25
Illgau,60052.0,,156.0,79.98301090790204,822.0,,199.62544817835362,4,NW,NW,189.7810218978102
Dulliken,60725.0,,1551.0,958.6716645416111,5450.0,,154.59253744976414,18,SH,SH,284.58715596330273
Düdingen,69906.0,7526.4,3972.0,293.5156522365492,9116.0,,186.94942848529007,11,AG,AG,435.717419921018
Dübendorf,82091.0,15745.961538461539,20911.0,2371.947272145939,32571.0,48.7,168.81125385642594,8,UR,UR,642.0128335021952
Dorénaz,57130.0,4267.083333333333,165.0,82.42804126423286,1113.0,,152.68697429373375,16,JU,JU,148.2479784366577
Döttingen,68777.0,7039.038461538462,2300.0,663.6452691630118,4561.0,,154.68502123202592,13,NW,NW,504.2753782065337
Hospental,57994.0,,52.0,5.090363136608238,180.0,,149.36233670375842,13,GE,GE,288.88888888888886
Hubersdorf,78097.0,,115.0,550.0608369007128,719.0,,169.68927925537014,11,NW,NW,159.94436717663422
Dottikon,68825.0,,1510.0,1117.9337370184967,4257.0,,178.01166363918486,9,LU,LU,354.70988959361057
Dornach,90426.0,,2814.0,1148.0301824970397,6901.0,,189.4403567687549,15,SO,SO,407.7669902912621
Höri,70545.0,9944.117647058823,1358.0,676.3022019576141,3564.0,,173.40085103881262,12,SG,SG,381.0325476992144
Hellikon,69557.0,,130.0,120.35534561807425,850.0,,200.0,1,TI,TI,152.94117647058826
Hemishofen,90720.0,3638.25,123.0,60.54670109518298,493.0,,158.61630413986717,13,SH,SH,249.49290060851928
Hendschiken,66007.0,,502.0,331.23139510030677,1387.0,,150.6774224978826,19,ZG,ZG,361.93222782984856
Erstfeld,61241.0,,1451.0,68.53210414860622,3961.0,,178.39346302022375,16,SH,SH,366.32163595051753
Henggart,79221.0,,695.0,727.2451871608788,2343.0,,177.4689343155255,5,ZG,ZG,296.6282543747332
Hauteville,69812.0,,111.0,67.24129503838219,744.0,,178.75099091996825,4,BS,BS,149.19354838709677
Fällanden,90932.0,,3106.0,1590.6265107609506,9637.0,,130.84145755081383,26,OW,OW,322.29947078966484
Hedingen,96607.0,,1369.0,605.8557731719585,4002.0,,171.75672297128773,13,ZH,ZH,342.0789605197401
Fahrwangen,65838.0,,813.0,496.36747477744694,2536.0,,154.77620954753664,13,TG,TG,320.58359621451103
Heiden,71470.0,,2602.0,541.8768351260755,4383.0,,183.86888437240964,10,SG,SG,593.657312343144
Evolène,61032.0,,685.0,7.8623817960093945,1666.0,,185.41815250506556,1,TG,TG,411.16446578631457
Evionnaz,57957.0,,740.0,30.883068928796565,1500.0,,165.55821778711706,13,FR,FR,493.33333333333337
Heitenried,65422.0,,349.0,159.0493290814448,1404.0,,170.4854871190513,13,JU,JU,248.57549857549859
Erschwil,69683.0,,411.0,123.60062554442753,967.0,,162.70990895942563,16,GL,GL,425.0258531540848
Ennetmoos,72681.0,,667.0,174.1415642061176,2338.0,,177.08103764349278,7,AR,AR,285.28656971770744
